0.002,0.003,0.01,0.6,0.01,247,209,182 
0.002,0.003,0.01,0.6,0.07,249,210,183 
0.002,0.003,0.01,0.6,0.13,250,211,187 
0.002,0.003,0.01,0.6,0.19,252,211,186 
0.002,0.003,0.01,0.6,0.25,253,212,189 
0.002,0.003,0.01,0.7,0.01,248,208,181 
0.002,0.003,0.01,0.7,0.07,248,210,181 
0.002,0.003,0.01,0.7,0.13,249,211,185 
0.002,0.003,0.01,0.7,0.19,252,211,193 
0.002,0.003,0.01,0.7,0.25,253,215,193 
0.002,0.003,0.01,0.8,0.01,248,210,178 
0.002,0.003,0.01,0.8,0.07,249,211,183 
0.002,0.003,0.01,0.8,0.13,251,212,186 
0.002,0.003,0.01,0.8,0.19,252,212,191 
0.002,0.003,0.01,0.8,0.25,253,213,193 
0.002,0.017,0.01,0.6,0.01,231,163,135 
0.002,0.017,0.01,0.6,0.07,231,167,149 
0.002,0.017,0.01,0.6,0.13,232,175,159 
0.002,0.017,0.01,0.6,0.19,235,179,161 
0.002,0.017,0.01,0.6,0.25,235,184,174 
0.002,0.017,0.01,0.7,0.01,231,165,136 
0.002,0.017,0.01,0.7,0.07,231,169,151 
0.002,0.017,0.01,0.7,0.13,232,177,160 
0.002,0.017,0.01,0.7,0.19,233,181,160 
0.002,0.017,0.01,0.7,0.25,235,186,174 
0.002,0.017,0.01,0.8,0.01,233,168,132 
0.002,0.017,0.01,0.8,0.07,233,171,147 
0.002,0.017,0.01,0.8,0.13,237,178,157 
0.002,0.017,0.01,0.8,0.19,235,181,160 
0.002,0.017,0.01,0.8,0.25,233,185,169 
0.002,0.059,0.01,0.6,0.01,201,106,105 
0.002,0.059,0.01,0.6,0.07,207,125,124 
0.002,0.059,0.01,0.6,0.13,211,139,138 
0.002,0.059,0.01,0.6,0.19,213,148,148 
0.002,0.059,0.01,0.6,0.25,213,148,155 
0.002,0.059,0.01,0.7,0.01,202,111,104 
0.002,0.059,0.01,0.7,0.07,210,128,124 
0.002,0.059,0.01,0.7,0.13,209,133,136 
0.002,0.059,0.01,0.7,0.19,211,148,146 
0.002,0.059,0.01,0.7,0.25,214,149,159 
0.002,0.059,0.01,0.8,0.01,206,112,106 
0.002,0.059,0.01,0.8,0.07,213,124,120 
0.002,0.059,0.01,0.8,0.13,217,138,139 
0.002,0.059,0.01,0.8,0.19,216,149,148 
0.002,0.059,0.01,0.8,0.25,218,149,156 
0.002,0.15,0.01,0.6,0.01,167,75,90 
0.002,0.15,0.01,0.6,0.07,177,118,115 
0.002,0.15,0.01,0.6,0.13,182,109,132 
0.002,0.15,0.01,0.6,0.19,196,135,137 
0.002,0.15,0.01,0.6,0.25,190,144,150 
0.002,0.15,0.01,0.7,0.01,179,74,89 
0.002,0.15,0.01,0.7,0.07,188,113,109 
0.002,0.15,0.01,0.7,0.13,187,114,132 
0.002,0.15,0.01,0.7,0.19,195,134,141 
0.002,0.15,0.01,0.7,0.25,194,140,155 
0.002,0.15,0.01,0.8,0.01,185,69,89 
0.002,0.15,0.01,0.8,0.07,191,115,113 
