0.002,0.003,0.01,0.6,0.115,249,210,185 
0.002,0.003,0.01,0.6,0.12,249,211,184 
0.002,0.003,0.01,0.6,0.125,249,211,184 
0.002,0.003,0.01,0.6,0.13,250,211,187 
0.002,0.003,0.01,0.6,0.135,251,211,189 
0.002,0.003,0.01,0.65,0.115,249,211,184 
0.002,0.003,0.01,0.65,0.12,250,211,185 
0.002,0.003,0.01,0.65,0.125,250,211,185 
0.002,0.003,0.01,0.65,0.13,251,211,186 
0.002,0.003,0.01,0.65,0.135,250,211,188 
0.002,0.003,0.01,0.75,0.115,249,211,182 
0.002,0.003,0.01,0.75,0.12,250,211,182 
0.002,0.003,0.01,0.75,0.125,251,211,181 
0.002,0.003,0.01,0.75,0.13,251,211,183 
0.002,0.003,0.01,0.75,0.135,251,211,185 
0.002,0.003,0.01,0.8,0.115,249,211,186 
0.002,0.003,0.01,0.8,0.12,250,212,187 
0.002,0.003,0.01,0.8,0.125,251,212,185 
0.002,0.003,0.01,0.8,0.13,251,212,186 
0.002,0.003,0.01,0.8,0.135,251,212,187 
0.002,0.003,0.01,0.85,0.115,249,212,184 
0.002,0.003,0.01,0.85,0.12,250,212,183 
0.002,0.003,0.01,0.85,0.125,250,212,186 
0.002,0.003,0.01,0.85,0.13,251,212,187 
0.002,0.003,0.01,0.85,0.135,251,212,186 
0.002,0.02,0.01,0.6,0.115,236,166,154 
0.002,0.02,0.01,0.6,0.12,234,165,153 
0.002,0.02,0.01,0.6,0.125,235,166,154 
0.002,0.02,0.01,0.6,0.13,233,170,159 
0.002,0.02,0.01,0.6,0.135,232,172,153 
0.002,0.02,0.01,0.65,0.115,232,167,153 
0.002,0.02,0.01,0.65,0.12,232,165,153 
0.002,0.02,0.01,0.65,0.125,232,170,153 
0.002,0.02,0.01,0.65,0.13,234,170,158 
0.002,0.02,0.01,0.65,0.135,233,171,154 
0.002,0.02,0.01,0.75,0.115,231,167,149 
0.002,0.02,0.01,0.75,0.12,230,166,149 
0.002,0.02,0.01,0.75,0.125,231,169,155 
0.002,0.02,0.01,0.75,0.13,231,171,156 
0.002,0.02,0.01,0.75,0.135,230,171,159 
0.002,0.02,0.01,0.8,0.115,233,168,156 
0.002,0.02,0.01,0.8,0.12,233,167,151 
0.002,0.02,0.01,0.8,0.125,233,168,154 
0.002,0.02,0.01,0.8,0.13,233,170,154 
0.002,0.02,0.01,0.8,0.135,234,170,156 
0.002,0.02,0.01,0.85,0.115,235,169,150 
0.002,0.02,0.01,0.85,0.12,234,168,151 
